1054	2,0.8873;0,0.8302;1,0.83;3,0.7347
968	0,0.9529;1,0.7117
985	0,0.891;1,0.8861;2,0.8622;4,0.8307;3,0.0
488	7,0.9395;3,0.9283;5,0.909;6,0.8575;1,0.8567;2,0.8244;8,0.8176;4,0.8149;0,0.6079
1189	8,0.9229;0,0.9014;2,0.8964;9,0.8889;4,0.8771;1,0.866;6,0.7963;12,0.7956;5,0.7817;7,0.7799;11,0.7702;13,0.7652;3,0.6545;10,0.0915
921	8,0.8635;0,0.845;2,0.8374;6,0.8226;5,0.8064;3,0.7614;4,0.7369;1,0.7231;7,0.0331
1307	2,0.8934;0,0.836;1,0.7601
635	0,0.9473;2,0.842;1,0.8183;4,0.7917;3,0.7501
946	0,0.911;2,0.8804;3,0.8584;1,0.1606
999	0,0.8733;2,0.8606;1,0.7988
377	3,0.8611;0,0.8539;2,0.8431;1,0.635
446	1,0.8878;3,0.8815;6,0.8642;8,0.8329;5,0.8204;0,0.8047;2,0.7958;7,0.6991;4,0.4804
882	0,0.9417;1,0.7929;2,0.7874
621	0,0.8786;4,0.8614;3,0.8433;6,0.7967;1,0.7032;2,0.5818;5,0.0313
607	13,0.9309;12,0.9272;9,0.9261;0,0.9168;10,0.9166;1,0.9088;6,0.904;11,0.9036;14,0.8941;8,0.8868;15,0.8712;7,0.8698;3,0.8673;5,0.8568;2,0.8453;4,0.8242
1258	0,0.9072;2,0.8889;1,0.7887;6,0.72;3,0.6617;5,0.6173;4,0.4975
859	4,0.9434;2,0.9232;3,0.9183;0,0.909;1,0.8892;5,0.8775;8,0.8619;6,0.8047;7,0.7561
582	0,0.918;9,0.914;3,0.9122;8,0.9094;10,0.885;4,0.8779;1,0.8619;2,0.8521;5,0.8049;6,0.6807;7,0.6575
254	1,0.8702;4,0.816;5,0.7894;0,0.782;2,0.7542;3,0.7464
751	15,0.9115;8,0.8979;14,0.8944;3,0.8852;6,0.8761;17,0.8696;12,0.8687;2,0.8675;10,0.8647;9,0.8547;16,0.8353;5,0.834;4,0.8269;0,0.8061;11,0.7775;1,0.7066;7,0.5631;13,0.0592
826	0,0.9391;6,0.9008;1,0.8527;4,0.8461;5,0.8263;7,0.8056;2,0.8037;3,0.6743
1019	0,0.9623;2,0.9022;1,0.8459;4,0.733;3,0.0165
673	0,0.847;1,0.8433;2,0.8093;3,0.7601;4,0.7571;5,0.6828
900	0,0.9803;6,0.8624;5,0.8259;3,0.8118;1,0.8041;4,0.7504;2,0.7059
212	2,0.9474;6,0.935;3,0.9031;0,0.8774;4,0.8329;7,0.8054;5,0.761;1,0.5253
1075	0,0.9676;1,0.888;3,0.8071;2,0.806
843	1,0.927;3,0.9245;2,0.8048;0,0.7535
965	0,0.9305
415	9,0.931;12,0.928;8,0.9219;15,0.8732;6,0.8658;10,0.8655;2,0.8634;14,0.8606;1,0.8572;11,0.8561;4,0.8543;0,0.8406;3,0.8354;13,0.8211;5,0.8134;7,0.7975
982	1,0.9007;0,0.7822;2,0.7062
801	0,0.9257
590	2,0.7882;0,0.6953;1,0.6566
915	0,0.7603
509	0,0.1583;1,0.0;2,-0.0106
501	2,0.8739;1,0.8498;4,0.8419;0,0.831;3,0.8073
1210	0,0.9571;1,0.7736
1016	4,0.9253;11,0.922;10,0.9136;13,0.9129;3,0.9022;7,0.891;5,0.8892;14,0.8879;12,0.8772;9,0.8754;6,0.8516;18,0.8476;15,0.8475;17,0.8286;16,0.7883;2,0.7722;0,0.7192;8,0.6953;1,0.6769
468	0,0.8385;1,0.7827
1093	2,0.9295;5,0.9061;0,0.8965;4,0.8832;3,0.8337;1,0.6094
781	0,0.9498;2,0.8523;4,0.8272;1,0.6484;3,0.0694
1190	0,0.9268;1,0.8763;2,0.7275
602	1,0.936;9,0.9068;5,0.9012;6,0.8899;2,0.8877;3,0.8786;8,0.8616;4,0.8301;7,0.8114;0,0.7922
836	1,0.8903;0,0.143
1004	4,0.9253;11,0.922;10,0.9136;13,0.9129;3,0.9022;7,0.891;5,0.8892;14,0.8879;12,0.8772;9,0.8754;6,0.8516;18,0.8476;15,0.8475;17,0.8286;16,0.7883;2,0.7722;0,0.7192;8,0.6953;1,0.6769
693	1,0.9272;0,0.8671;5,0.8633;7,0.8613;6,0.8265;11,0.8153;3,0.8133;10,0.8123;4,0.7792;8,0.5751;9,0.563;2,0.4938
298	1,0.9335;2,0.9259;4,0.9148;3,0.904;0,0.8939;5,0.8918;7,0.8863;6,0.8658;8,0.8133
867	0,0.9031;2,0.8427;1,0.7627;3,0.5254;4,0.514
1269	4,0.9242;7,0.9234;8,0.9157;5,0.8818;3,0.8659;2,0.8424;1,0.8282;6,0.82;9,0.7794;0,0.7091;10,0.6828
961	1,0.9345;6,0.9114;5,0.8305;0,0.8212;4,0.7712;3,0.7479;2,0.0177
609	2,0.9225;0,0.8911;1,0.0
331	0,0.8374
1092	0,0.898;1,0.8836;4,0.8362;2,0.7997;3,0.6713
1223	4,0.9295;2,0.9106;5,0.9086;3,0.9058;12,0.8907;10,0.8811;8,0.8782;0,0.8454;7,0.8411;9,0.8319;6,0.8302;11,0.7302;14,0.6932;1,0.5229;13,0.129
595	0,0.8454
540	0,0.9429;2,0.935;1,0.8554;3,0.8475;4,0.8381;5,0.8279
229	0,0.958;1,0.9058;3,0.8517;2,0.7548
535	8,0.8782;0,0.8369;2,0.8206;3,0.7745;1,0.7294;6,0.7063;7,0.7006;5,0.7;4,0.5568
1264	2,0.9083;1,0.8737;0,0.7503;3,0.7281
230	1,0.8963;3,0.8173;6,0.8038;4,0.7697;0,0.7037;7,0.6477;2,0.5149;5,0.0611
769	9,0.9133;7,0.9075;0,0.8891;1,0.8748;6,0.8646;5,0.8631;8,0.8441;4,0.8165;10,0.7522;3,0.7335;2,0.5893
783	7,0.9361;6,0.9357;0,0.9328;8,0.9156;2,0.8964;11,0.8947;3,0.8934;9,0.8926;1,0.8679;10,0.8678;12,0.8461;5,0.8195;4,0.803;13,0.5331
1010	4,0.9427;1,0.9406;5,0.8753;2,0.8643;0,0.8643;9,0.8392;3,0.8228;6,0.7846;7,0.7566;10,0.7338;8,0.726
335	1,0.9165;0,0.8351
513	0,0.9047;1,0.8427;3,0.804;2,0.7102
989	0,0.9429;2,0.935;1,0.8554;3,0.8475;4,0.8381;5,0.8279
530	0,0.9473;2,0.8841;1,0.5904
460	0,0.8943;6,0.8235;7,0.8181;5,0.7837;4,0.6512;1,0.5144;3,0.509;2,0.1414
482	0,0.8597;3,0.8586;2,0.8153;1,0.7867
571	0,0.9274;1,0.9102;3,0.8626;2,0.778;4,0.7363;5,0.7199
548	0,0.946;2,0.7174;1,0.7118
1079	3,0.9167;1,0.9048;2,0.638;0,0.5807
924	0,0.9378;1,0.8333;3,0.8101;2,0.8071
1139	0,0.8075
253	2,0.8846;4,0.8558;1,0.8307;3,0.8092;6,0.7734;5,0.7691;7,0.7479;0,0.7308
527	0,0.9676;1,0.888;3,0.8071;2,0.806
559	0,0.9482;1,0.8607;2,0.8064;3,0.5716
385	0,0.9346;2,0.8834;1,0.8769;5,0.8556;3,0.8233;4,0.8112
1310	5,0.943;6,0.9297;15,0.9267;1,0.9265;16,0.9251;10,0.9183;4,0.9158;11,0.9007;9,0.8879;14,0.8712;2,0.8649;8,0.8451;18,0.8181;7,0.8048;0,0.769;13,0.7409;17,0.7344;12,0.7341;3,0.0103
715	1,0.7745;0,0.5882
283	1,0.8892;4,0.8339;2,0.7572;3,0.747;0,0.1676
876	7,0.9361;3,0.893;0,0.8884;5,0.8563;4,0.8549;2,0.8128;6,0.7732;8,0.6;1,0.5266
1102	3,0.9186;2,0.894;7,0.8866;4,0.8815;9,0.8732;12,0.8552;13,0.8408;1,0.8161;14,0.8092;6,0.8057;11,0.7965;5,0.7777;15,0.7443;0,0.7014;10,0.6905;8,0.5889
1012	2,0.9453;3,0.9361;5,0.9295;6,0.925;4,0.9041;0,0.9012;8,0.891;1,0.8608;7,0.8569;9,0.8534
689	0,0.9259
644	0,0.7871;1,0.6512;2,0.6146
422	3,0.805;2,0.5728;0,0.5654;1,0.5222
1053	4,0.8901;0,0.8818;2,0.8288;3,0.8159;6,0.8088;1,0.7713;7,0.7593;5,0.7085
629	0,0.626;1,0.557
865	5,0.9202;6,0.9023;3,0.8886;4,0.8522;2,0.8245;1,0.7891;0,0.7485;7,0.682
394	5,0.8994;4,0.8982;1,0.8792;0,0.8723;3,0.8556;8,0.8523;7,0.8449;11,0.8414;2,0.8181;9,0.8054;6,0.7907;10,0.6952
498	0,0.9196;1,0.8816;3,0.8564;2,0.0901
213	2,0.925;1,0.9071;0,0.7957
1150	0,0.947;1,0.8887;2,0.8404
986	4,0.8861;1,0.879;9,0.8682;2,0.8451;3,0.8406;6,0.8094;5,0.771;7,0.7428;0,0.5624;8,0.0
937	0,0.8385;1,0.7827
1026	4,0.9427;1,0.9406;5,0.8753;2,0.8643;0,0.8643;9,0.8392;3,0.8228;6,0.7846;7,0.7566;10,0.7338;8,0.726
1196	0,0.9049;6,0.8856;1,0.8807;8,0.8404;7,0.7809;4,0.7795;5,0.7352;3,0.7248;2,0.0792
496	0,0.8902;3,0.8693;1,0.7754;2,0.5929
256	1,0.9164;6,0.9075;2,0.8877;4,0.8627;5,0.8491;3,0.7929;0,0.6944
558	2,0.8465;1,0.7038;3,0.6928;0,0.0428
499	0,0.911;2,0.8804;3,0.8584;1,0.1606
1235	0,0.9488
1198	0,0.9311;1,0.8764;2,0.8299;3,0.7354
996	1,0.8588;0,0.8022
389	2,0.9265;9,0.904;3,0.9027;6,0.8985;11,0.8958;7,0.8892;8,0.8875;5,0.8789;13,0.8531;14,0.8511;12,0.8375;1,0.8293;4,0.7973;10,0.7857;0,0.6973
1031	0,0.9308;1,0.9052;2,0.8902;4,0.878;9,0.8734;3,0.8733;8,0.8652;5,0.8628;11,0.8617;12,0.8559;7,0.8094;6,0.791;14,0.7666;13,0.7606;10,0.0
560	0,0.9138;2,0.8192;1,0.7954;4,0.7722;3,0.5729
1219	1,0.8907;0,0.829;2,0.0
506	3,0.9036;2,0.8716;1,0.8275;5,0.8072;4,0.7691;0,0.6166
936	1,0.8755;0,0.8415;2,0.8007
412	1,0.9376;0,0.8013
1100	3,0.9186;2,0.894;7,0.8866;4,0.8815;9,0.8732;12,0.8552;13,0.8408;1,0.8161;14,0.8092;6,0.8057;11,0.7965;5,0.7777;15,0.7443;0,0.7014;10,0.6905;8,0.5889
581	7,0.9184;6,0.8978;1,0.8928;4,0.8876;0,0.8777;5,0.8325;3,0.7954;2,0.5737
441	6,0.8558;3,0.8465;8,0.788;5,0.7627;4,0.7401;7,0.6802;0,0.6044;1,0.5972;2,0.0658;9,0.0433
1184	0,0.1988
1082	1,0.9264;2,0.8288;0,0.4347
381	1,0.8708;2,0.868;0,0.1121
1247	7,0.9322;1,0.9075;3,0.8868;11,0.8624;8,0.8589;12,0.8573;2,0.8526;5,0.7738;9,0.7555;6,0.7526;10,0.7494;4,0.7183;0,0.705
214	9,0.9103;8,0.9101;11,0.9099;13,0.9078;4,0.9035;3,0.8826;7,0.8765;12,0.8715;5,0.8708;6,0.86;0,0.8373;2,0.7801;1,0.6531;14,0.5862;10,0.0715
765	3,0.8761;5,0.8646;0,0.862;4,0.8496;6,0.8472;1,0.8283;2,0.8222;8,0.7787;9,0.7454;7,0.596
905	6,0.951;5,0.943;2,0.9275;0,0.9141;9,0.8975;4,0.8866;3,0.8828;1,0.868;11,0.8616;10,0.8086;7,0.8079;8,0.7288
1287	1,0.8866;4,0.8393;0,0.8295;3,0.7321;2,0.6031
966	7,0.9269;4,0.9175;1,0.8742;5,0.8663;2,0.8567;6,0.8439;0,0.8329;3,0.704;8,-0.0326
451	3,0.9036;2,0.8716;1,0.8275;5,0.8072;4,0.7691;0,0.6166
494	2,0.8618;3,0.8594;5,0.8478;1,0.8441;0,0.8276;4,0.4851
514	2,0.8162;1,0.7872;3,0.7568;4,0.7223;0,0.5471
957	0,0.9414;2,0.8622;1,0.8148
325	1,0.9151;5,0.8905;0,0.8824;2,0.8783;3,0.8432;4,0.7925
270	0,0.8932;14,0.8871;12,0.8674;11,0.8665;1,0.8627;16,0.8499;17,0.8478;2,0.8365;4,0.8362;18,0.8361;8,0.8347;9,0.8192;10,0.7974;15,0.774;13,0.7186;5,0.682;6,0.6796;3,0.6094;7,0.5635
221	2,0.9535;4,0.9355;1,0.8925;5,0.8823;3,0.8327;0,0.74
1109	4,0.9321;2,0.9207;3,0.9198;5,0.8794;1,0.8742;0,0.7776
1172	0,0.9227;1,0.8501;3,0.8315;5,0.8102;8,0.7885;4,0.7512;2,0.7462;6,0.542;7,0.0141
837	0,0.9652;1,0.5217
628	0,0.8998;2,0.8688;5,0.8516;3,0.7786;1,0.7786;6,0.7222;4,0.716
875	0,0.9622
450	0,0.8133
888	1,0.9101;0,0.8862
606	3,0.8605;2,0.8369;5,0.7939;1,0.7804;0,0.7662;4,0.4359
800	4,0.9388;9,0.9226;0,0.9211;6,0.9125;10,0.8978;8,0.897;12,0.8735;7,0.8711;2,0.8618;11,0.8588;13,0.848;5,0.8326;1,0.7682;3,0.7494;14,0.7118
1148	0,0.9692;1,0.9043;3,0.6914;2,0.5907
480	0,0.9197;2,0.8555;1,0.7961
1232	0,0.9225;4,0.9171;7,0.9146;17,0.9128;6,0.9084;5,0.8966;10,0.8879;2,0.8729;9,0.8528;15,0.834;13,0.8066;1,0.799;14,0.7939;12,0.7908;8,0.7264;16,0.7009;3,0.5948;11,0.5941
398	2,0.9067;0,0.6373;1,0.2157
421	1,0.8818;0,0.8788
743	0,0.9344;2,0.8327;1,0.828
200	1,0.9113;3,0.8735;4,0.8623;2,0.7699;0,0.7367
262	1,0.8681;4,0.84;0,0.8359;2,0.786;3,0.7739;5,0.7268
356	4,0.9084;2,0.9072;7,0.8971;3,0.8923;6,0.8813;0,0.8786;1,0.8728;10,0.8409;5,0.8349;9,0.8057;8,0.4947
1066	0,0.8335
1108	1,0.8804;0,0.7998;2,0.7172
761	2,0.8684;1,0.83;0,0.7192;3,0.0
281	0,0.9311;1,0.8764;2,0.8299;3,0.7354
233	0,0.3442
1042	4,0.9427;1,0.9406;5,0.8753;2,0.8643;0,0.8643;9,0.8392;3,0.8228;6,0.7846;7,0.7566;10,0.7338;8,0.726
455	0,0.9327;3,0.852;2,0.7949;4,0.7887;1,0.2671
384	0,0.889;5,0.8513;3,0.8208;4,0.812;1,0.8026;2,0.3845
1008	4,0.9034;2,0.8632;0,0.8469;1,0.8196;6,0.7978;5,0.5551;3,0.1204
472	1,0.9376;0,0.8013
1146	0,0.9503;2,0.8964;4,0.8428;3,0.81;1,0.7534
1246	0,0.9398;1,0.835
1230	14,0.9028;11,0.8994;10,0.8926;12,0.8911;0,0.8895;3,0.8673;7,0.866;9,0.8372;15,0.8236;8,0.8134;1,0.8116;13,0.8108;6,0.7579;2,0.7429;4,0.7306;5,0.5201
763	1,0.9258;0,0.9105;3,0.9087;9,0.9076;5,0.8968;4,0.8868;2,0.8752;7,0.8359;6,0.8347;8,0.7846
709	1,0.9004;0,0.8178
753	0,0.9056;1,0.8485;3,0.8178;2,0.8001
337	2,0.9189;4,0.9164;5,0.8727;10,0.8628;3,0.8591;0,0.8521;1,0.8336;6,0.7897;9,0.7598;7,0.6566;8,0.5145
967	0,0.8738;2,0.8494;3,0.7766;1,0.7327;4,0.5761;5,0.5439
529	0,0.8812;1,0.7791
486	4,0.8928;8,0.8526;2,0.8376;5,0.8261;3,0.8212;1,0.785;6,0.6936;0,0.4872;7,0.074
1032	4,0.9427;1,0.9406;5,0.8753;2,0.8643;0,0.8643;9,0.8392;3,0.8228;6,0.7846;7,0.7566;10,0.7338;8,0.726
1147	2,0.8602;0,0.8444;5,0.7752;7,0.765;1,0.7435;4,0.7394;3,0.5541;6,0.4671
577	6,0.9378;3,0.9302;10,0.9214;4,0.9147;9,0.9137;8,0.9048;7,0.8961;11,0.893;5,0.8674;13,0.8453;2,0.83;1,0.8187;12,0.7189;0,0.6879
1084	3,0.8617;2,0.8427;1,0.8333;4,0.795;0,0.7719;5,0.5655;6,0.539;7,0.5264
844	1,0.9166;2,0.9128;0,0.8871
962	0,0.6248
890	6,0.951;5,0.943;2,0.9275;0,0.9141;9,0.8975;4,0.8866;3,0.8828;1,0.868;11,0.8616;10,0.8086;7,0.8079;8,0.7288
807	0,0.9294;1,0.9161;2,0.9037;5,0.8918;7,0.8367;3,0.8147;4,0.7373;6,0.5724
241	2,0.925;1,0.9071;0,0.7957
881	0,0.9414;1,0.7884;2,0.1029
207	0,0.8236;3,0.8073;2,0.7824;1,0.6992
1242	0,0.9155
659	2,0.9213;3,0.9154;4,0.9045;1,0.8888;5,0.8646;6,0.8617;0,0.8209
789	0,0.1773
358	5,0.9204;3,0.8941;10,0.8732;0,0.8489;4,0.8326;7,0.8254;6,0.8251;1,0.7949;2,0.7748;9,0.75;8,0.4936
684	0,0.8364;1,0.8262;3,0.6922;2,0.5629
1293	1,0.9258;0,0.9105;3,0.9087;9,0.9076;5,0.8968;4,0.8868;2,0.8752;7,0.8359;6,0.8347;8,0.7846
647	1,0.9196;0,0.8988;2,0.7908
704	0,0.9603;1,0.8154;2,0.8071
432	0,0.9598;2,0.7931;1,0.6812
1106	3,0.9265;11,0.9247;8,0.922;2,0.9215;4,0.9185;7,0.9168;6,0.896;12,0.8917;14,0.8854;10,0.8584;18,0.8064;0,0.7671;16,0.7477;1,0.7139;15,0.6817;13,0.5929;9,0.5797;5,0.5677;17,0.0
586	3,0.9401;6,0.937;1,0.9319;7,0.922;2,0.919;8,0.9177;0,0.8958;9,0.8943;10,0.8826;11,0.872;13,0.8369;4,0.8204;5,0.7934;12,0.1959
1111	0,0.9537;4,0.8853;2,0.8743;1,0.8735;3,0.7724
404	0,0.8698;2,0.8656;1,0.1143
1294	3,0.8946;2,0.8586;0,0.7853;1,0.7397;4,0.3862
1133	0,0.9344;4,0.8763;2,0.8034;3,0.7467;1,0.7246;5,0.707
220	0,0.9333;1,0.9074;6,0.8886;4,0.8434;2,0.7799;3,0.691;5,0.6614
655	0,0.773;1,0.6314
771	1,0.919;0,0.8138;2,-0.032
462	6,0.951;5,0.943;2,0.9275;0,0.9141;9,0.8975;4,0.8866;3,0.8828;1,0.868;11,0.8616;10,0.8086;7,0.8079;8,0.7288
1268	7,0.9322;1,0.9075;3,0.8868;11,0.8624;8,0.8589;12,0.8573;2,0.8526;5,0.7738;9,0.7555;6,0.7526;10,0.7494;4,0.7183;0,0.705
778	2,0.9166;0,0.894;5,0.8819;6,0.7818;4,0.7588;1,0.729;7,0.6312;3,0.5266
842	0,0.9356;2,0.9004;3,0.8586;1,0.756
309	0,0.9311;1,0.8764;2,0.8299;3,0.7354
1244	1,0.9203;0,0.8998;3,0.8397;2,0.8238;4,0.8203;5,0.1658
799	3,0.9243;2,0.9242;0,0.9167;5,0.9018;7,0.8886;6,0.8658;4,0.8166;1,0.7725
848	0,0.9252;1,0.9038;2,0.0529
252	1,0.8606;0,0.8396;4,0.8197;5,0.7899;2,0.7547;3,0.7401
813	1,0.8716;2,0.8676;3,0.8495;0,0.8362;4,0.5851
955	1,0.9167;3,0.7837;2,0.778;0,0.76;4,0.729;5,0.6871
490	1,0.93;0,0.7355;2,0.6777
922	5,0.8735;1,0.8655;0,0.8281;6,0.8187;4,0.8151;3,0.7312;2,0.6845
598	1,0.9033;0,0.7252
1279	2,0.9269;0,0.9104;3,0.884;1,0.7835
1200	1,0.821;0,0.7569
279	2,0.9222;4,0.8971;0,0.8882;3,0.7479;1,0.7343
429	0,0.9213;1,0.8951;8,0.8778;10,0.8686;6,0.8505;3,0.8153;9,0.7931;13,0.7349;11,0.6987;12,0.6631;4,0.6283;7,0.497;2,0.0935;5,-0.0631
663	0,0.9275;4,0.9097;5,0.9039;8,0.9017;9,0.8999;11,0.8981;2,0.8874;15,0.8851;3,0.8827;10,0.8805;12,0.8645;6,0.8503;7,0.8499;1,0.8476;14,0.8474;13,0.8313;17,0.7088;16,0.5382
1015	4,0.9427;1,0.9406;5,0.8753;2,0.8643;0,0.8643;9,0.8392;3,0.8228;6,0.7846;7,0.7566;10,0.7338;8,0.726
772	0,0.7674
1104	0,0.9224;1,0.8948;2,0.8896
1288	4,0.9242;7,0.9234;8,0.9157;5,0.8818;3,0.8659;2,0.8424;1,0.8282;6,0.82;9,0.7794;0,0.7091;10,0.6828
418	0,0.8971;3,0.8428;2,0.8403;1,0.728
649	5,0.8987;1,0.8127;2,0.8099;3,0.7976;0,0.7099;6,0.6913;4,0.5543
1153	0,0.9739;2,0.8359;1,0.8047
390	0,0.9533;3,0.8297;4,0.8272;2,0.798;1,0.7458
633	0,0.7083
941	0,0.9075;2,0.8738;1,0.864
1197	0,0.8609;3,0.8464;4,0.826;1,0.7837;2,0.7116
912	0,0.9333;1,0.8832;2,0.7221
437	0,0.9311;1,0.8764;2,0.8299;3,0.7354
218	15,0.9192;7,0.9075;8,0.8884;6,0.8778;5,0.8675;4,0.8611;14,0.8393;3,0.8291;10,0.8085;11,0.8071;12,0.8022;2,0.7805;1,0.7637;13,0.7341;9,0.6595;0,0.6135
1114	0,0.8735
245	0,0.9519;3,0.871;4,0.8648;2,0.8417;1,0.8157
409	1,0.9371;0,0.7098
925	0,0.8902;3,0.8693;1,0.7754;2,0.5929
544	2,0.9049;1,0.8693;3,0.8319;0,0.8237
749	0,0.9392;6,0.9089;8,0.8868;10,0.8827;11,0.8804;9,0.8568;7,0.8171;5,0.812;2,0.7938;1,0.7793;3,0.7664;4,0.5364
1281	3,0.9159;4,0.8931;5,0.8465;2,0.8443;0,0.8374;7,0.8293;6,0.7916;1,0.7243
785	0,0.9109;3,0.8135;1,0.8109;2,0.7043;4,0.5851
956	0,0.7845
431	3,0.8961;0,0.8903;11,0.8728;12,0.8629;6,0.8594;5,0.8345;9,0.8265;13,0.8221;15,0.816;14,0.8048;7,0.7991;16,0.7804;10,0.7626;4,0.7463;1,0.7293;8,0.6673;17,0.5885;2,-0.0725
675	0,0.9258;6,0.8844;3,0.8813;5,0.8692;4,0.8;8,0.5271;1,0.4985;2,0.0554;7,0.0149
1080	0,0.9138;2,0.8192;1,0.7954;4,0.7722;3,0.5729
277	0,0.9384;1,0.9301
399	10,0.9043;4,0.8918;1,0.8894;5,0.8864;2,0.8815;8,0.8815;3,0.8774;6,0.8755;9,0.8712;0,0.8659;12,0.7627;7,0.5559;11,0.0167
292	0,0.936
1220	0,0.8999;18,0.8932;2,0.8888;6,0.8763;17,0.8697;16,0.868;7,0.864;1,0.8575;13,0.8571;12,0.8534;11,0.8426;8,0.8257;5,0.8249;15,0.7714;9,0.7709;4,0.7543;10,0.7351;14,0.7155;3,0.5351
1313	0,0.8908;2,0.8191;1,0.7617
534	1,0.9073;2,0.7923;0,0.7462
676	0,0.937;4,0.8271;2,0.7907;3,0.752;1,0.7125
597	3,0.8605;2,0.8369;5,0.7939;1,0.7804;0,0.7662;4,0.4359
943	4,0.8915;8,0.8521;2,0.8345;5,0.8229;3,0.8137;1,0.7758;6,0.692;7,0.6198;0,0.4712
328	7,0.9296;16,0.9244;12,0.9243;1,0.9035;8,0.9035;6,0.8929;5,0.8884;3,0.8878;10,0.8836;18,0.8803;17,0.8789;13,0.869;11,0.8652;4,0.8625;14,0.7916;15,0.7888;0,0.7582;2,0.7425;9,0.7425
1231	0,0.7943
341	6,0.9253;2,0.9086;4,0.8362;0,0.8361;5,0.7601;1,0.7208;3,-0.0184
860	1,0.9113;7,0.9111;8,0.8985;0,0.8944;3,0.8694;2,0.8531;4,0.8478;5,0.8127;6,0.5337
730	10,0.8313;4,0.8234;6,0.8228;9,0.8221;8,0.8049;7,0.7927;5,0.7896;1,0.7684;11,0.7152;3,0.6389;2,0.2009;0,0.1701
792	2,0.9513;9,0.8933;4,0.8712;12,0.8407;1,0.8404;10,0.8345;6,0.8039;5,0.7559;11,0.7479;7,0.7244;0,0.7148;3,0.7004;8,0.5607
947	4,0.9109;6,0.9019;1,0.8522;3,0.8496;2,0.8277;7,0.7042;0,0.6992;5,0.6224
386	1,0.9055;3,0.8548;2,0.8261;0,0.6526
897	1,0.8744;0,0.7691;4,0.7671;2,0.5654;3,0.5587
991	7,0.8943;1,0.8855;5,0.8804;4,0.8751;3,0.8707;0,0.8128;6,0.7588;2,0.5174;8,0.113
852	0,0.9678
223	0,0.9567;1,0.8625;2,0.8457
811	1,0.9258;0,0.9105;3,0.9087;9,0.9076;5,0.8968;4,0.8868;2,0.8752;7,0.8359;6,0.8347;8,0.7846
1260	0,0.8265;1,0.1905
1272	6,0.9272;7,0.9225;2,0.8951;0,0.8779;4,0.8323;10,0.8305;1,0.821;8,0.7963;3,0.7494;14,0.7435;13,0.7422;9,0.7139;5,0.6617;11,0.5417;12,0.5151
